event,step,lm_loss,loss,lr,grad_norm,step_seconds,tokens_per_second,ce_tokens,input_tokens
validation,0,1.1579292233784992,1.277547887166341,,,,,,
train,1,0.2692343592643738,0.303562194108963,4.345e-06,0.28889012336730957,8.421128764748573,103.19281705294593,869,1099
train,10,0.2731871008872986,0.30783751606941223,4.334e-05,0.3468967378139496,7.7100736275315285,115.17399740893315,8668,11022
train,20,0.27422237396240234,0.3114687204360962,8.684000000000002e-05,0.3191607892513275,7.814444592222571,109.92463889947227,17368,22058
train,30,0.33171409368515015,0.37105798721313477,0.0001,0.38176628947257996,7.751103650778532,114.1772887930752,26091,33099
train,40,0.3523292541503906,0.390689492225647,0.0001,0.3956463932991028,7.789508376270533,108.60762440120112,34736,44098
train,50,0.3529280424118042,0.39099860191345215,0.0001,0.4352809190750122,7.853113969787955,108.10998073709659,43448,55146
train,60,0.39865642786026,0.44153621792793274,0.0001,0.41469165682792664,7.747767051681876,113.71018180118794,52147,66181
train,70,0.355976939201355,0.3955962061882019,0.0001,0.47168853878974915,7.887120509520173,107.26348088365495,60822,77210
train,80,0.39853769540786743,0.4408620297908783,0.0001,0.43667417764663696,7.760165926069021,112.3687313270786,69465,88207
train,90,0.403947114944458,0.44677990674972534,0.0001,0.5013853311538696,7.7892593331635,110.40844362935377,78191,99251
train,100,0.277823269367218,0.31126952171325684,0.0001,0.32707905769348145,7.73152875341475,112.52625809814792,86855,110251
validation,100,1.1341060002644856,1.2569411595662434,,,,,,
train,110,0.3109271228313446,0.3480650782585144,0.0001,0.40491989254951477,7.605077266693115,114.79173312588881,95572,121286
train,120,0.30081257224082947,0.3329010307788849,0.0001,0.3559899628162384,7.685467556118965,110.20799890380658,104221,132289
train,130,0.31416797637939453,0.34987902641296387,0.0001,0.38442057371139526,7.651630390435457,113.04780234566094,112914,143300
train,140,0.35254836082458496,0.3896369934082031,0.0001,0.4301120340824127,7.625457625836134,113.30467525944216,121606,154328
train,150,0.3346019387245178,0.36808866262435913,0.0001,0.5168306827545166,7.663159629330039,111.96426037062884,130243,165337
train,160,0.3195349872112274,0.3554345369338989,0.0001,0.38736286759376526,7.645109916105866,109.6125509241659,138968,176380
train,170,0.352957546710968,0.3882567882537842,0.0001,0.5058401823043823,7.608599854633212,113.95000611998874,147689,187419
train,180,0.2807843089103699,0.3152158856391907,0.0001,0.359863817691803,7.661855733022094,113.41899799217926,156406,198490
train,190,0.3590741753578186,0.39713555574417114,0.0001,0.5666409134864807,7.697112670168281,111.99004574024954,165099,209519
train,200,0.26087287068367004,0.2901557683944702,0.0001,0.34827572107315063,7.776745148003101,110.20034522026981,173761,220535
validation,200,1.2278028233846028,1.354589932759603,,,,,,
train,210,0.27422505617141724,0.3058065176010132,0.0001,0.44141435623168945,7.787367790937424,111.71939265697269,182441,231533
train,220,0.31033560633659363,0.34316349029541016,0.0001,0.4275376498699188,7.778124805539846,110.8236267160504,191135,242545
train,230,0.298162043094635,0.33129560947418213,0.0001,0.40830856561660767,7.772702990099788,112.44479573106388,199845,253609
train,240,0.28821682929992676,0.32214662432670593,0.0001,0.4192555844783783,7.753953753039241,111.94289102637201,208557,264657
train,250,0.2959900498390198,0.32775184512138367,0.0001,0.4572749733924866,7.761773211881518,110.54175078016917,217213,275667
