event,step,lm_loss,loss,lr,grad_norm,step_seconds,tokens_per_second,ce_tokens,input_tokens
validation,0,11.205765385370269,14.56557774227957,,,,,,
train,1,11.205385208129883,14.565340042114258,1.2839999999999999e-05,2.2309017181396484,33.98208904080093,503.79480730112573,17120,17164
train,10,11.033334732055664,14.379718780517578,0.000125835,2.739436388015747,32.75641345232725,508.7858603401505,167780,168220
train,20,10.28422737121582,13.557648658752441,0.00025300949999999996,2.607741355895996,30.41687873005867,552.0290279951289,337346,338252
train,30,9.20169448852539,12.3006591796875,0.0003,2.1003403663635254,32.80927166342735,527.1070987923729,505867,507225
train,40,8.38214111328125,11.242764472961426,0.0003,1.6629925966262817,30.19337416626513,551.9091674960457,674759,676579
train,50,7.9905290603637695,10.618189811706543,0.0003,1.355863332748413,27.616811154410243,611.4391667302764,841054,843318
train,60,7.598770618438721,10.02783203125,0.0003,1.1567813158035278,30.40159684047103,555.4642438228702,1007853,1010555
train,70,7.43666934967041,9.773468017578125,0.0003,1.1032007932662964,33.95564450882375,485.8985962028361,1173469,1176619
train,80,7.186976432800293,9.4374418258667,0.0003,0.8792053461074829,32.884114656597376,516.6324280709069,1341542,1345136
train,90,7.375308036804199,9.664554595947266,0.0003,0.9557505249977112,29.99510844424367,551.9566642266047,1510459,1514493
train,100,7.03769588470459,9.232934951782227,0.0003,2.716639757156372,33.05336011201143,497.55909669297444,1679022,1683514
train,110,7.139590263366699,9.34769058227539,0.0003,0.8442524671554565,30.592730032280087,551.0459505317829,1846809,1851751
train,120,6.963129997253418,9.11965560913086,0.0003,0.8940596580505371,31.956128526479006,513.6104014101742,2013303,2018681
train,130,6.764636039733887,8.868844985961914,0.0003,1.0436385869979858,32.26453045383096,516.2325242524128,2180556,2186374
train,140,6.800388336181641,8.907539367675781,0.0003,0.9283245801925659,33.2296930719167,521.7321737663584,2347322,2353584
train,150,6.631750106811523,8.694625854492188,0.0003,0.9732654690742493,34.78509575128555,473.7661243721299,2514018,2520744
train,160,6.643985748291016,8.700968742370605,0.0003,1.0158902406692505,29.109690345823765,567.3024963101055,2679765,2686921
train,170,6.625725746154785,8.672256469726562,0.0003,0.8873925805091858,33.34267783910036,499.0301043093708,2846186,2853782
train,180,6.6770734786987305,8.734990119934082,0.0003,0.9456372261047363,30.658257588744164,538.4846138829852,3013127,3021169
train,190,6.470920562744141,8.458520889282227,0.0003,1.1060007810592651,32.02549673989415,513.4034339432495,3179950,3188442
train,200,6.560999870300293,8.576288223266602,0.0003,0.9429484605789185,36.382313115522265,460.77334189199075,3347434,3356402
validation,200,6.709594381608209,8.768417094679398,,,,,,
train,210,6.479685306549072,8.472831726074219,0.0003,0.9800425171852112,32.16830570809543,522.9059979918945,3516551,3525973
train,220,6.369220733642578,8.327179908752441,0.0003,0.9138261079788208,35.03034869581461,483.4950444562265,3683535,3693403
train,230,6.046683311462402,7.908524513244629,0.0003,0.9181365966796875,37.85962376743555,442.6879702490834,3850345,3860669
train,240,6.310959815979004,8.253829956054688,0.0003,1.0756690502166748,29.657840859144926,566.4943742800971,4016754,4027518
train,250,6.487149715423584,8.469371795654297,0.0003,0.9071670174598694,36.35797314718366,471.50593160410875,4183778,4194976
train,260,6.383903503417969,8.338993072509766,0.0003,0.8960544466972351,34.073917331174016,495.1881474620764,4351551,4363175
train,270,6.14445686340332,8.028118133544922,0.0003,1.1363747119903564,34.99867676757276,471.53211275948826,4517340,4529418
train,280,6.150619029998779,8.03603744506836,0.0003,0.9197855591773987,36.950959568843246,461.1517589483114,4684795,4697329
train,290,6.0589399337768555,7.916731834411621,0.0003,1.213371753692627,33.702611586079,509.9011379610218,4851076,4864064
train,300,6.120860576629639,7.9952497482299805,0.0003,1.0718668699264526,30.80895595625043,530.852133490812,5018269,5031689
train,310,6.063479423522949,7.919887065887451,0.0003,1.0417221784591675,32.27868198044598,509.81015922424706,5185873,5199719
train,320,6.2067670822143555,8.105668067932129,0.0003,0.9485834836959839,33.490561524406075,503.8733073407094,5354976,5369284
train,330,6.3761749267578125,8.326814651489258,0.0003,1.0178085565567017,28.314912693575025,582.2020423796198,5522754,5537488
train,340,6.046463966369629,7.8920159339904785,0.0003,1.0492221117019653,36.71799176931381,465.11258315256043,5691069,5706261
train,350,6.319583892822266,8.25140380859375,0.0003,1.0417672395706177,31.04374152980745,541.6228576653882,5859141,5874789
train,360,6.19052791595459,8.076775550842285,0.0003,1.0531178712844849,31.05756493844092,550.0431226292258,6027100,6043198
train,370,6.029061794281006,7.872326850891113,0.0003,0.9656718373298645,34.93272286653519,473.73919471515325,6195408,6211964
train,380,5.940911293029785,7.759847640991211,0.0003,1.05780029296875,30.991433387622237,538.4068491218696,6362386,6379388
train,390,6.0688252449035645,7.920149803161621,0.0003,1.0254712104797363,34.03772556781769,498.7113479770718,6530457,6547905
train,400,6.065466403961182,7.919771194458008,0.0003,1.1457233428955078,33.88316765241325,499.30396631009955,6698159,6716063
validation,400,6.218956083780932,8.116523893447976,,,,,,
train,410,5.5466508865356445,7.243684768676758,0.0003,1.029842495918274,31.015198092907667,544.7651809086351,6865229,6883585
