step,train_lm_loss,grad_norm,ce_tokens,input_tokens,vision_tokens,mtp_target_tokens,step_seconds
41,4.7351977825164795,1.5946670770645142,645,2933,568,221,0.3581315968185663
42,4.678361177444458,1.6922763586044312,663,3007,576,227,0.4243805445730686
43,4.637769013643265,1.6130857467651367,679,3080,592,233,0.6083396039903164
44,4.568466514348984,1.6467623710632324,695,3157,612,239,0.4278182368725538
45,4.494307518005371,1.7427886724472046,710,3237,636,244,0.42104562371969223
46,4.517938709259033,1.7285692691802979,725,3304,648,249,0.37303220480680466
47,4.501844310760498,1.7040609121322632,740,3376,664,254,0.39439612068235874
48,4.4916941324869795,1.725006103515625,758,3454,676,260,0.4849278163164854
49,4.427789211273193,1.739328145980835,773,3521,688,265,0.3856897559016943
50,4.4132201194763185,1.7423992156982422,788,3593,704,270,0.3929907623678446
51,4.428147554397583,1.7199167013168335,806,3667,712,276,0.43476633355021477
52,4.371784687042236,1.7444806098937988,824,3741,720,282,0.4342577699571848
53,4.3326075077056885,1.6187915802001953,840,3814,736,288,0.3912281394004822
54,4.328982909520467,1.750121831893921,858,3893,748,294,0.43774599209427834
55,4.255512237548828,1.7765014171600342,873,3965,764,299,0.39113012328743935
56,4.276172369718552,1.6461741924285889,889,4029,772,305,0.36719142831861973
57,4.1552817821502686,1.813498616218567,901,4095,792,309,0.3525482304394245
58,4.137221932411194,1.7477411031723022,917,4168,808,315,0.3980614058673382
59,4.09923529624939,1.794490098953247,932,4235,820,320,0.37926800921559334
60,4.09193213780721,1.788862943649292,950,4313,832,326,0.4537218436598778
61,4.0334104061126705,1.792803168296814,965,4385,848,331,0.3994530066847801
62,3.9286340713500976,1.8445619344711304,980,4456,864,336,0.3978242389857769
63,4.032463947931926,1.812651515007019,998,4530,872,342,0.42917894944548607
64,3.9212618350982664,1.8302556276321411,1013,4597,884,347,0.3756501916795969
65,3.980207794591,1.7062088251113892,1032,4677,896,354,0.44054885022342205
66,3.9106096426645913,1.8219435214996338,1050,4755,908,360,0.44397485069930553
67,3.7973700046539305,1.8618775606155396,1065,4827,924,365,0.4032137393951416
68,3.803665542602539,1.8364711999893188,1080,4899,940,370,0.3881935942918062
69,3.6898921489715577,1.8656537532806396,1095,4975,960,375,0.3996509611606598
70,3.780506992340088,1.839715600013733,1110,5043,972,380,0.38897053338587284
71,3.6614401817321776,1.8762657642364502,1125,5110,984,385,0.38861213251948357
72,3.568206214904785,1.9140921831130981,1140,5186,1004,390,0.41137424297630787
73,3.667388767004013,1.7565613985061646,1156,5250,1012,396,0.3790062293410301
74,3.6174896955490112,1.755548119544983,1172,5319,1024,402,0.39094509929418564
75,3.5320969581604005,1.8691794872283936,1187,5386,1036,407,0.3782664481550455
76,3.492075538635254,1.8765054941177368,1202,5453,1048,412,0.37524336390197277
77,3.550149440765381,1.8591440916061401,1220,5527,1056,418,0.4347064346075058
78,3.3271506309509276,1.929553508758545,1235,5603,1076,423,0.4055636115372181
79,3.3731696605682373,1.9256339073181152,1250,5671,1088,428,0.37938328459858894
80,3.2819222927093508,2.627666473388672,1265,5742,1104,433,0.3924329988658428
81,3.3187436312437057,1.8106266260147095,1281,5815,1120,439,0.4219712186604738
82,3.243784952163696,1.9052127599716187,1296,5887,1136,444,0.39620850794017315
83,3.2312457084655763,1.8983194828033447,1311,5959,1152,449,0.3914693873375654
84,3.257536292076111,1.922688364982605,1329,6033,1160,455,0.4470154792070389
85,3.044365930557251,1.9759739637374878,1344,6105,1176,460,0.39386839233338833
86,3.1767616748809813,1.8971891403198242,1359,6173,1188,465,0.37952970899641514
87,2.876935303211212,1.9502999782562256,1371,6238,1208,469,0.3419373296201229
88,2.9597716331481934,1.957658290863037,1386,6309,1224,474,0.39339670166373253
89,2.969447898864746,1.9113363027572632,1401,6381,1240,479,0.40010919608175755
90,3.1123609291879752,1.7570067644119263,1420,6456,1248,486,0.4281447045505047
91,2.8187085151672364,1.9240576028823853,1435,6532,1268,491,0.40306535363197327
92,2.8986823161443076,1.8939286470413208,1453,6610,1280,497,0.43745049089193344
93,2.8827890872955324,1.9055298566818237,1468,6677,1292,502,0.39278477244079113
94,2.942390063229729,1.7063883543014526,1485,6747,1304,509,0.3982046451419592
95,2.825024366378784,2.2262487411499023,1500,6815,1316,514,0.3794252257794142
96,2.6230876445770264,1.8474947214126587,1515,6886,1332,519,0.39537928998470306
97,2.8058552742004395,1.8404659032821655,1530,6954,1344,524,0.37498608231544495
98,2.6655657291412354,1.906069278717041,1548,7037,1360,530,0.4666086118668318
99,2.655241823196411,1.9557338953018188,1563,7104,1372,535,0.3718081582337618
100,2.590167236328125,1.8531721830368042,1578,7171,1384,540,0.36908403784036636
101,2.5488858968019485,1.692419409751892,1594,7244,1400,546,0.3988096434623003
102,2.4922574520111085,1.7954652309417725,1609,7316,1416,551,0.39062054455280304
103,2.4402638912200927,1.865875244140625,1624,7383,1428,556,0.3793030735105276
104,2.733893116315206,1.9911309480667114,1642,7449,1428,562,0.39910247921943665
105,2.2946393966674803,1.7887848615646362,1657,7525,1448,567,0.39941437914967537
106,2.377708673477173,1.7456600666046143,1672,7597,1464,572,0.39402208663523197
107,2.5189234241843224,1.6746493577957153,1688,7661,1472,578,0.38090344332158566
108,2.148068833351135,1.7557523250579834,1703,7737,1492,583,0.39935800060629845
109,2.4793045918146768,1.7680290937423706,1721,7811,1500,589,0.4351080395281315
110,1.9444048702716827,1.8202335834503174,1733,7876,1520,593,0.3437271062284708
111,2.4797725081443787,1.5865283012390137,1749,7945,1532,599,0.3987283892929554
112,2.0673641681671144,1.6380178928375244,1764,8016,1548,604,0.387299045920372
113,2.328353727565092,1.5214908123016357,1781,8090,1564,611,0.3994764108210802
114,2.377009371916453,1.7660578489303589,1799,8160,1568,617,0.4198241326957941
115,2.1823241233825685,1.682660698890686,1814,8228,1580,622,0.37971137650310993
116,2.0885359048843384,1.659422755241394,1832,8311,1596,628,0.4474860280752182
117,2.0588025569915773,1.8345742225646973,1847,8378,1608,633,0.37889546900987625
118,1.998395824432373,1.6410112380981445,1862,8445,1620,638,0.38471159525215626
119,1.7994587659835815,1.4786144495010376,1877,8521,1640,643,0.3939168266952038
120,2.0703300635019937,1.5991836786270142,1895,8599,1652,649,0.45200701616704464
121,2.3133908435702324,1.8851524591445923,1911,8664,1660,655,0.3692189082503319
122,1.8232707500457763,1.6512715816497803,1926,8735,1676,660,0.395944707095623
123,1.889450192451477,1.7364442348480225,1941,8807,1692,665,0.4099162667989731
124,1.8880412578582764,1.5891512632369995,1956,8879,1708,670,0.3967039380222559
125,1.5770471096038818,1.6001425981521606,1968,8944,1728,674,0.34680631943047047
126,2.0171990195910134,1.7431219816207886,1986,9018,1736,680,0.4269052390009165
127,2.008543945848942,1.6608190536499023,2002,9086,1748,686,0.3870144784450531
128,1.8778225660324097,1.5774917602539062,2017,9154,1760,691,0.38566930778324604
129,1.6314121782779694,1.6425968408584595,2029,9220,1780,695,0.3444645255804062
130,1.9510574340820312,1.4830906391143799,2048,9295,1788,702,0.4506636820733547
131,2.010882019996643,1.7608509063720703,2063,9359,1796,707,0.37065153382718563
132,1.7763144373893738,1.43405282497406,2081,9437,1808,713,0.4476267471909523
133,1.8417920271555583,1.4344136714935303,2099,9511,1816,719,0.4325656220316887
134,1.320597231388092,1.6920026540756226,2111,9581,1840,723,0.3604038320481777
135,1.6271878957748414,1.5793856382369995,2126,9648,1852,728,0.37801788933575153
136,1.3355467915534973,1.5054504871368408,2138,9713,1872,732,0.3444084208458662
137,1.6467326164245606,1.4749208688735962,2153,9780,1884,737,0.37973482720553875
138,1.6361454486846925,1.5979931354522705,2168,9847,1896,742,0.3883875273168087
139,1.4838956356048585,1.3190163373947144,2183,9918,1912,747,0.4047685209661722
140,1.523654580116272,1.4759656190872192,2196,9985,1932,752,0.34992347471415997
141,1.5077072620391845,1.4274286031723022,2211,10057,1948,757,0.40324113331735134
142,1.8741463348269463,1.6018646955490112,2227,10121,1956,763,0.36323280818760395
143,1.3106253147125244,1.4513942003250122,2242,10197,1976,768,0.4141943119466305
144,1.5281582355499268,1.3744968175888062,2257,10264,1988,773,0.38850794546306133
145,1.5586520433425903,1.435557246208191,2273,10332,2000,779,0.3845995031297207
146,1.3382755994796753,1.421014428138733,2288,10403,2016,784,0.40329076908528805
147,1.6287118434906005,1.4759268760681152,2303,10471,2028,789,0.37651916965842247
148,1.4047798037528991,1.300854206085205,2318,10543,2044,794,0.3888921532779932
149,1.3175389766693115,1.5601248741149902,2333,10619,2064,799,0.40958463959395885
150,1.0932034105062485,1.4229758977890015,2345,10684,2084,803,0.3423392381519079
151,1.6258584558963776,1.3645737171173096,2363,10758,2092,809,0.44626403972506523
152,1.7004293673916866,1.3045451641082764,2382,10833,2100,816,0.42920852452516556
153,1.4815645456314086,1.3391512632369995,2397,10901,2112,821,0.3824006896466017
154,1.6929012735684712,1.3647370338439941,2415,10971,2116,827,0.4181041717529297
155,1.268314190208912,1.310413122177124,2431,11043,2132,833,0.40051628462970257
156,1.3085394263267518,1.4096561670303345,2446,11115,2148,838,0.3943183124065399
157,1.6637585957845051,1.5441612005233765,2464,11185,2152,844,0.41924837976694107
158,1.2978460311889648,1.3969213962554932,2479,11257,2168,849,0.3953961879014969
159,1.3810941696166992,1.5062265396118164,2494,11324,2180,854,0.3744810074567795
160,1.3036914467811584,1.6508350372314453,2510,11396,2196,860,0.3896008525043726
161,1.201978862285614,1.6822524070739746,2525,11468,2212,865,0.39523317106068134
162,1.2517801165580749,1.5376944541931152,2540,11540,2228,870,0.3829082865267992
163,1.4614501496156056,3.4342074394226074,2558,11619,2240,876,0.4239493664354086
164,1.5977514354806197,1.7592127323150635,2577,11694,2248,883,0.4178147614002228
165,0.9233469069004059,1.4412221908569336,2589,11769,2276,887,0.37030332908034325
166,1.439411699771881,1.5010219812393188,2607,11843,2284,893,0.41830566711723804
167,1.096044111251831,1.7366129159927368,2622,11914,2300,898,0.37402299605309963
168,1.4526323958447105,1.6304919719696045,2641,11989,2308,905,0.41773114912211895
169,1.2131349086761474,1.709262490272522,2656,12056,2320,910,0.3801706414669752
170,0.7763108611106873,1.3694864511489868,2668,12126,2344,914,0.3421199321746826
171,1.1769569888710976,2.17039155960083,2684,12198,2360,920,0.3770793955773115
172,1.1461546897888184,1.372475504875183,2699,12270,2376,925,0.3799252063035965
173,1.245749866962433,1.5890512466430664,2714,12337,2388,930,0.3813097085803747
174,1.1165274500846862,1.2533704042434692,2729,12414,2408,935,0.3897547386586666
175,1.4467941804936058,2.028806686401367,2748,12489,2416,942,0.4164941105991602
176,1.6269539594650269,1.539023756980896,2766,12555,2416,948,0.4033927358686924
177,1.1158426642417907,1.582155704498291,2781,12627,2432,953,0.4026146959513426
178,1.0300721406936646,1.2896888256072998,2796,12694,2444,958,0.36531512811779976
179,0.9849976778030396,1.3757628202438354,2811,12775,2468,963,0.3989339005202055
180,1.1658188203970592,1.5214195251464844,2829,12853,2480,969,0.43902131356298923
181,1.1023566126823425,1.250651478767395,2844,12920,2492,974,0.3721579425036907
182,0.5887469410896301,1.4386142492294312,2859,13000,2516,979,0.39680732041597366
183,1.0843088030815125,1.1373850107192993,2874,13067,2528,984,0.3625737801194191
184,1.2022828459739685,1.5079900026321411,2889,13135,2540,989,0.38198125176131725
185,0.9456702589988708,1.1466472148895264,2904,13211,2560,994,0.3927850928157568
186,0.7070767730474472,1.2432228326797485,2916,13276,2580,998,0.3262404762208462
187,1.32241690158844,1.4425745010375977,2935,13351,2588,1005,0.4201490432024002
188,0.8362075448036194,1.176410436630249,2950,13422,2604,1010,0.3915902189910412
189,1.3762730219784904,1.7031736373901367,2967,13487,2612,1017,0.35631390288472176
190,1.1944492220878602,1.6664514541625977,2982,13555,2624,1022,0.3635300174355507
191,0.8302751183509827,1.4548596143722534,2997,13631,2644,1027,0.38702074624598026
192,1.1510256052017211,1.3978898525238037,3012,13699,2656,1032,0.3799083959311247
193,0.953069269657135,1.218392252922058,3027,13771,2672,1037,0.3766623232513666
194,1.522169788678487,1.3702467679977417,3045,13837,2672,1043,0.3862309269607067
195,0.8494173467159272,1.1161456108093262,3060,13908,2688,1048,0.3805023208260536
196,1.318442111214002,1.509873628616333,3078,13978,2692,1054,0.41646477207541466
197,0.9516208887100219,1.052473545074463,3093,14045,2704,1059,0.3609156794846058
198,0.5158198848366737,1.2248541116714478,3105,14110,2724,1063,0.32726828567683697
199,0.8979791760444641,1.277456521987915,3120,14182,2740,1068,0.38095307536423206
200,1.0895290553569794,1.1756072044372559,3135,14250,2752,1073,0.37019176967442036
201,1.3000190665847378,1.591884970664978,3154,14325,2760,1080,0.41874294355511665
202,1.1790744680911303,1.783192753791809,3170,14389,2768,1086,0.35741864144802094
203,0.6754008889198303,1.2061851024627686,3185,14460,2784,1091,0.3923958670347929
204,1.2876145243644714,1.9058043956756592,3204,14535,2792,1098,0.4432686772197485
205,1.0582138478755951,1.108668327331543,3219,14608,2808,1103,0.3755873776972294
206,0.72931187748909,1.193474531173706,3234,14689,2832,1108,0.39797298796474934
207,0.8506320059299469,1.0808571577072144,3249,14756,2844,1113,0.37408520840108395
208,0.5122013911604881,1.2151243686676025,3261,14821,2864,1117,0.3349809031933546
209,0.8350676000118256,1.3345247507095337,3276,14888,2876,1122,0.3636121489107609
210,0.8729431331157684,1.0996416807174683,3291,14955,2888,1127,0.3613638896495104
211,0.932904064655304,1.2643318176269531,3306,15022,2900,1132,0.3794207274913788
212,0.9327074527740479,1.447137713432312,3321,15089,2912,1137,0.3703102432191372
213,0.8520887911319732,0.9409353733062744,3336,15156,2924,1142,0.3610742874443531
214,0.9291881670554479,1.084643840789795,3354,15234,2936,1148,0.42354271188378334
215,0.8768364638090134,2.6487956047058105,3370,15312,2956,1154,0.4125701803714037
216,0.7513876557350159,1.094031572341919,3385,15379,2968,1159,0.36094335839152336
217,1.1289306910414445,2.1314806938171387,3404,15459,2980,1166,0.43107006698846817
218,1.2151045699914296,1.696768045425415,3422,15529,2984,1172,0.42493930645287037
219,0.7750467658042908,1.1265982389450073,3437,15596,2996,1177,0.38017996959388256
220,0.7973070815205574,2.3194799423217773,3449,15662,3016,1181,0.32621030136942863
221,1.1055257289033187,2.0082294940948486,3468,15737,3024,1188,0.4173355959355831
222,0.7157599031925201,1.4171946048736572,3483,15809,3040,1193,0.3848806042224169
223,0.6101463913917542,0.9841820001602173,3498,15885,3060,1198,0.40434712916612625
224,0.8821947444230318,1.430127739906311,3514,15958,3076,1204,0.37666837126016617
225,0.5836620628833771,0.9613257050514221,3529,16034,3096,1209,0.3844062928110361
226,0.4807164669036865,1.1733767986297607,3544,16110,3116,1214,0.4011177849024534
227,0.7256405770778656,1.09378981590271,3559,16182,3132,1219,0.38383317925035954
228,1.1333897380452407,1.5509229898452759,3578,16257,3140,1226,0.41175471991300583
229,0.6964001774787902,1.0482772588729858,3593,16324,3152,1231,0.35992928966879845
230,0.9003522098064423,1.0807479619979858,3608,16392,3164,1236,0.3816964738070965
231,0.4028674066066742,1.342029333114624,3620,16457,3184,1240,0.34418490529060364
232,0.8720455348491669,1.3245543241500854,3635,16525,3196,1245,0.3626941032707691
233,0.7497477978467941,1.099349021911621,3650,16592,3208,1250,0.3599977605044842
234,0.7109540730714798,0.9893963932991028,3665,16664,3224,1255,0.3854956515133381
235,0.8413496613502502,1.3428395986557007,3683,16747,3240,1261,0.4456542432308197
236,0.9506097336610159,0.9763256311416626,3701,16821,3248,1267,0.4138646814972162
237,1.0339115234091878,2.6352016925811768,3717,16885,3256,1273,0.35203576646745205
238,0.3916363179683685,1.2927213907241821,3732,16960,3276,1278,0.4031924456357956
239,0.8319322109222412,1.4286081790924072,3747,17028,3288,1283,0.36042482778429985
240,0.513191819190979,1.0037554502487183,3759,17094,3308,1287,0.3239627219736576
241,0.7659729979932308,2.6943771839141846,3775,17162,3320,1293,0.3661565985530615
242,0.9393021414677302,1.1070010662078857,3793,17236,3328,1299,0.43266391195356846
243,0.6663892805576325,1.033039927482605,3808,17313,3348,1304,0.38372889161109924
244,0.7634326641758283,0.9294829964637756,3826,17391,3360,1310,0.4223622102290392
245,0.3142290234565735,1.1009092330932617,3841,17466,3380,1315,0.40734455175697803
246,0.6724020332098007,0.8199558258056641,3856,17538,3396,1320,0.38921754248440266
247,0.7342487002412478,1.0633723735809326,3874,17616,3408,1326,0.4209598172456026
248,0.9058107137680054,1.0644714832305908,3892,17690,3416,1332,0.4097925256937742
249,0.4657092452049255,1.2353581190109253,3907,17766,3436,1337,0.40265730768442154
250,0.8993764547631145,3.170668125152588,3923,17830,3444,1343,0.36336449161171913
251,0.9505008226260543,1.9983959197998047,3939,17899,3456,1349,0.3633534722030163
252,0.7210145771503449,1.5066418647766113,3954,17966,3468,1354,0.359650457277894
253,0.787695636972785,1.6788380146026611,3970,18034,3480,1360,0.37188341468572617
254,0.8242746988932291,1.2015265226364136,3988,18108,3488,1366,0.42736428417265415
255,0.4183733105659485,0.7042794227600098,4003,18179,3504,1371,0.3712146673351526
256,0.9731175392866135,1.0546506643295288,4018,18243,3512,1376,0.3487260229885578
257,0.8215940862894058,1.1947972774505615,4033,18311,3524,1381,0.3773068506270647
258,0.5465943962335587,1.2451921701431274,4048,18378,3536,1386,0.3692392837256193
259,0.48835458755493166,1.2796807289123535,4063,18454,3556,1391,0.38371895998716354
260,0.40014177188277245,1.1391043663024902,4075,18520,3576,1395,0.322919774800539
261,0.8553772245844206,1.2586084604263306,4093,18599,3588,1401,0.4495318066328764
262,0.2237863652408123,0.6972217559814453,4105,18664,3608,1405,0.3321141079068184
263,0.3910001218318939,0.9256850481033325,4120,18735,3624,1410,0.3721662349998951
264,1.1588625118136406,2.698169231414795,4140,18807,3628,1418,0.4027143567800522
265,0.5725327283143997,1.4574449062347412,4155,18879,3644,1423,0.3913304265588522
266,0.3633822500705719,1.0112799406051636,4170,18950,3660,1428,0.3776505794376135
267,0.3740566521883011,0.876923143863678,4182,19021,3684,1432,0.33582461066544056
268,0.5357578158378601,0.7347232103347778,4197,19093,3700,1437,0.3742098603397608
269,0.6326263308525085,1.392776608467102,4212,19160,3712,1442,0.38056168891489506
270,1.0710483118891716,2.933030366897583,4232,19232,3716,1450,0.4066949635744095
271,0.6751193343661726,1.7644294500350952,4248,19305,3732,1456,0.3736089803278446
272,0.698558739076058,1.3179192543029785,4266,19383,3744,1462,0.4313917774707079
273,0.8110734609266123,1.192244529724121,4284,19457,3752,1468,0.44420822709798813
274,0.3897334456443787,0.8311749696731567,4299,19533,3772,1473,0.38420836441218853
275,0.5715631380677223,9.295418739318848,4314,19600,3784,1478,0.3607918508350849
276,0.6032641842961312,1.1401368379592896,4329,19667,3796,1483,0.36868862994015217
277,0.8283400920530161,1.8654274940490723,4347,19741,3804,1489,0.42914412170648575
278,0.33384103029966355,0.7171049118041992,4362,19817,3824,1494,0.3842594809830189
279,0.548201534152031,0.9610035419464111,4377,19889,3840,1499,0.3723064213991165
280,0.7298138335347175,0.9593513011932373,4392,19957,3852,1504,0.37056419625878334
281,0.694788247346878,0.9931180477142334,4410,20035,3864,1510,0.4347268473356962
282,0.5116714268922806,1.0392879247665405,4425,20112,3884,1515,0.40490876510739326
283,0.8706315294839442,2.1548492908477783,4441,20176,3892,1521,0.3515178356319666
284,0.5498238578438759,0.9353859424591064,4456,20243,3904,1526,0.3589115906506777
285,0.737260514870286,2.4554038047790527,4472,20307,3912,1532,0.3605035003274679
286,0.5583885684609413,0.9827513694763184,4487,20374,3924,1537,0.37860484793782234
287,0.46232786774635315,1.1055595874786377,4502,20441,3936,1542,0.3601737655699253
288,0.7605623863637447,1.00742769241333,4520,20515,3944,1548,0.40964762307703495
289,0.11901582591235638,0.48039019107818604,4532,20585,3968,1552,0.33958626352250576
290,0.6866899311542511,1.1267766952514648,4547,20653,3980,1557,0.3817295730113983
291,0.5416178777813911,0.8696089386940002,4562,20720,3992,1562,0.36020386032760143
292,0.1667061746120453,0.5478843450546265,4574,20785,4012,1566,0.32142081297934055
293,0.5739070628769696,1.4414126873016357,4590,20858,4028,1572,0.38017596676945686
294,0.8933678728838762,1.057631492614746,4608,20928,4032,1578,0.4236346799880266
295,0.28532433360815046,0.6049408316612244,4623,20999,4048,1583,0.3700586725026369
296,0.6643140524625778,1.027103066444397,4638,21067,4060,1588,0.36176095716655254
297,0.7800272642634809,1.696558952331543,4654,21131,4068,1594,0.3591024558991194
298,0.6211426137015224,1.2067502737045288,4670,21199,4080,1600,0.3786042556166649
299,0.4924261778593063,0.9550475478172302,4685,21271,4096,1605,0.37349696457386017
300,0.5698935799300671,0.8964647054672241,4703,21349,4108,1611,0.4209363367408514
301,0.4803555727005005,0.8980035185813904,4718,21421,4124,1616,0.38464030995965004
302,0.4491547912359238,0.7576404809951782,4733,21493,4140,1621,0.3741618562489748
303,0.6029006540775299,1.0099332332611084,4751,21571,4152,1627,0.4253207612782717
304,0.4577667474746704,0.9203024506568909,4766,21638,4164,1632,0.3789626285433769
305,0.6779838850100836,1.7303996086120605,4784,21712,4172,1638,0.41264051012694836
306,0.33171960338950157,0.9873274564743042,4796,21778,4192,1642,0.3250974863767624
307,0.10786223597824574,0.32350990176200867,4808,21843,4212,1646,0.3275120444595814
308,0.5042599095031619,1.4491767883300781,4824,21916,4228,1652,0.39935557916760445
309,0.5232972039375454,1.7065702676773071,4840,21989,4244,1658,0.37481721118092537
310,0.46139573454856875,0.9871430397033691,4855,22061,4260,1663,0.3739374130964279
311,0.4895848475396633,0.7972602844238281,4870,22133,4276,1668,0.382921090349555
312,0.47242275848984716,0.9765875935554504,4885,22200,4288,1673,0.3810767028480768
313,0.47701159939169885,0.8157867789268494,4900,22267,4300,1678,0.3595453482121229
314,0.678164778277278,0.8880614042282104,4918,22341,4308,1684,0.4101841803640127
315,0.05804112181067467,0.3149879276752472,4930,22406,4328,1688,0.3483677636831999
316,0.9250050308182836,1.3879153728485107,4946,22471,4336,1694,0.3715810924768448
317,0.24189119562506675,0.581541121006012,4961,22542,4352,1699,0.3714689016342163
318,0.45172182470560074,0.8520361185073853,4976,22609,4364,1704,0.359714075922966
319,0.6677491962909698,1.4664605855941772,4995,22684,4372,1711,0.42514534294605255
320,0.6093913033604622,0.8762921094894409,5010,22757,4388,1716,0.38846148550510406
321,0.25295433551073077,0.5070861577987671,5025,22833,4408,1721,0.38449479453265667
322,0.5438154631604751,2.029167652130127,5043,22911,4420,1727,0.4233512915670872
323,0.4201800860464573,0.8734554648399353,5058,22983,4436,1732,0.39350856840610504
324,0.4387536562979221,0.7161955237388611,5073,23050,4448,1737,0.3653016518801451
325,0.5261068880558014,0.9809588193893433,5088,23118,4460,1742,0.3616937939077616
326,0.2553817808628082,0.5363751649856567,5103,23189,4476,1747,0.3719740901142359
327,0.5226717460900545,0.7962561845779419,5121,23272,4492,1753,0.45638577081263065
328,0.657668124884367,1.194616675376892,5139,23346,4500,1759,0.41436104848980904
329,0.26132305040955545,0.7352843880653381,5154,23417,4516,1764,0.37072681821882725
330,0.42815070152282714,1.1801526546478271,5169,23484,4528,1769,0.3630997836589813
331,0.5059055904857814,1.2313144207000732,5185,23557,4544,1775,0.3916769064962864
332,0.7471286554477716,1.965883731842041,5204,23632,4552,1782,0.4213892314583063
333,0.26524479733780026,0.8431994318962097,5220,23709,4572,1788,0.3862910643219948
334,0.44031989326079685,0.853756844997406,5238,23792,4588,1794,0.44018814340233803
335,0.5961434282362461,1.067794919013977,5253,23865,4604,1799,0.3947453759610653
336,0.4121740058064461,0.984923243522644,5268,23932,4616,1804,0.36134048365056515
337,0.6236248134324948,0.8407636284828186,5286,24006,4624,1810,0.40962144173681736
338,0.07017185762524605,0.3066728115081787,5301,24081,4644,1815,0.3954330086708069
339,0.39705420583486556,0.8965814113616943,5316,24148,4656,1820,0.3722440041601658
340,0.21260603442788123,0.7594814896583557,5331,24229,4680,1825,0.3948474656790495
341,0.3711313582956791,0.7574427127838135,5346,24296,4692,1830,0.36501992493867874
342,0.5420179240405559,1.3720641136169434,5361,24364,4704,1835,0.3907124064862728
343,0.4400202170014381,1.2242425680160522,5376,24436,4720,1840,0.38551885075867176
344,0.5788973027374595,1.5974528789520264,5392,24510,4736,1846,0.3782577533274889
345,0.23982546478509903,0.7272586822509766,5407,24586,4756,1851,0.3856956772506237
346,0.24024780988693237,0.8240858316421509,5422,24657,4772,1856,0.39041839353740215
347,0.6653748822864145,1.3705646991729736,5438,24726,4784,1862,0.37395061179995537
348,0.8096062409642496,2.3225934505462646,5457,24797,4788,1869,0.4015921577811241
349,0.39668459445238113,0.8086289763450623,5472,24864,4800,1874,0.3634685594588518
350,0.41689650279780227,1.0866209268569946,5490,24947,4816,1880,0.4575107991695404
351,0.4766891077160835,1.0201653242111206,5508,25025,4828,1886,0.4216310605406761
