step,train_lm_loss,grad_norm,ce_tokens,input_tokens,vision_tokens,mtp_target_tokens,step_seconds
347,0.6653748822864145,1.3705646991729736,5438,24726,4784,1862,0.36566096171736717
348,0.8096062409642496,2.3225934505462646,5457,24797,4788,1869,0.39968722499907017
349,0.39668459445238113,0.8086289763450623,5472,24864,4800,1874,0.3593020159751177
350,0.41689650279780227,1.0866209268569946,5490,24947,4816,1880,0.4298284873366356
351,0.4766891077160835,1.0201653242111206,5508,25025,4828,1886,0.42431135661900043
352,0.6632384322583675,1.0695432424545288,5526,25095,4832,1892,0.3992567081004381
353,0.5829941822836796,1.0322083234786987,5544,25169,4840,1898,0.41191459633409977
354,0.39557909220457077,0.8512116074562073,5559,25241,4856,1903,0.3738573770970106
355,0.6800396129488945,1.5633093118667603,5574,25305,4864,1908,0.34609404020011425
356,0.384218986146152,1.364564061164856,5590,25373,4876,1914,0.3625406064093113
357,0.2245134398341179,1.050430417060852,5605,25449,4896,1919,0.38319651782512665
358,0.7408533625696835,1.6380473375320435,5624,25520,4900,1926,0.4042086973786354
359,0.22937482483685018,0.665378987789154,5639,25591,4916,1931,0.3743747901171446
360,0.40900753177702426,1.0091060400009155,5654,25663,4932,1936,0.3738258667290211
361,0.2933225304586813,0.6511977910995483,5670,25745,4956,1942,0.40146629326045513
362,0.054995499551296234,0.23654279112815857,5682,25810,4976,1946,0.32286880165338516
363,0.049256717413663866,0.1728731095790863,5697,25885,4996,1951,0.3811350204050541
364,0.5172739011468366,2.250638246536255,5713,25949,5004,1957,0.3504624795168638
365,0.3607852034270763,0.9054105877876282,5728,26016,5016,1962,0.36230036802589893
366,0.04027973562479019,0.13389088213443756,5743,26091,5036,1967,0.3820131979882717
367,0.40330030880868434,2.4028894901275635,5758,26159,5048,1972,0.36111955717206
368,0.26155349193140864,0.9432335495948792,5770,26225,5068,1976,0.3225165940821171
369,0.48140233345329764,1.0302447080612183,5785,26293,5080,1981,0.36038573645055294
370,0.38145577497780325,0.9610273838043213,5800,26360,5092,1986,0.35717799700796604
371,0.19168570898473264,0.5416736006736755,5815,26431,5108,1991,0.3703111317008734
372,0.6120809881637493,0.9051840305328369,5833,26505,5116,1997,0.40688548795878887
373,0.19735466055572032,0.5186516046524048,5848,26586,5140,2002,0.3950754925608635
374,0.4410154717043042,0.7501952052116394,5866,26669,5156,2008,0.4339283015578985
375,0.5719324769452214,1.1986747980117798,5884,26743,5164,2014,0.4094264805316925
376,0.41734359227120876,1.13352370262146,5900,26816,5180,2020,0.37302424386143684
377,0.5229890659684315,1.5253324508666992,5916,26880,5188,2026,0.34997242502868176
378,0.16696772761642933,0.7980831861495972,5931,26951,5204,2031,0.3706286884844303
379,0.3803552929311991,1.01703941822052,5947,27019,5216,2037,0.36220441572368145
380,0.04148308839648962,0.15975657105445862,5959,27084,5236,2041,0.32499666698276997
381,0.5359886740334332,1.0903728008270264,5975,27148,5244,2047,0.3489765729755163
382,0.17425985857844353,0.5748207569122314,5990,27224,5264,2052,0.3837017584592104
383,0.5401576373726129,1.1355419158935547,6005,27292,5276,2057,0.36079751141369343
384,0.31951985582709314,0.6805779337882996,6020,27364,5292,2062,0.3728373758494854
385,0.37830897606909275,1.0248799324035645,6038,27447,5308,2068,0.432968121021986
386,0.4662486457576354,0.8573058247566223,6056,27521,5316,2074,0.4081915747374296
387,0.37109074294567107,0.8550078868865967,6071,27588,5328,2079,0.3575504645705223
388,0.6613513391464949,1.1189128160476685,6086,27652,5336,2084,0.34852896071970463
389,0.49439803287386896,1.4117252826690674,6101,27720,5348,2089,0.36081885918974876
390,0.2987261036178097,1.0878167152404785,6117,27793,5364,2095,0.37511655129492283
391,0.35340801775455477,0.7978060245513916,6132,27860,5376,2100,0.35944708436727524
392,0.3091970942914486,0.8753995895385742,6147,27932,5392,2105,0.3725904244929552
393,0.14777879156172274,0.6373765468597412,6162,28003,5408,2110,0.3743710480630398
394,0.38576660864055157,0.9226439595222473,6177,28071,5420,2115,0.3627846296876669
395,0.3525699021993205,2.5493671894073486,6193,28139,5432,2121,0.36476850882172585
396,0.31859974600374696,0.7864307761192322,6208,28206,5444,2126,0.3645227402448654
397,0.49305989891290664,0.9828696250915527,6223,28274,5456,2131,0.3616830799728632
398,0.30540217012166976,0.7108251452445984,6238,28341,5468,2136,0.35786813870072365
399,0.4231072763601939,0.8239783644676208,6256,28419,5480,2142,0.4253143426030874
400,0.24358743790071458,0.8466280698776245,6272,28496,5500,2148,0.385647589340806
401,0.4022765882546082,1.0219347476959229,6288,28560,5508,2154,0.3542666472494602
402,0.3397905256599188,1.4287515878677368,6303,28632,5524,2159,0.38766414672136307
403,0.3294800650328398,0.8778378367424011,6318,28699,5536,2164,0.36065834015607834
404,0.33857572376728057,0.9542545080184937,6333,28781,5560,2169,0.397482231259346
405,0.49098676194747287,0.9827465415000916,6351,28855,5568,2175,0.417527761310339
406,0.024591815657913685,0.11109364032745361,6363,28925,5592,2179,0.3337390813976526
407,0.3100415006279945,0.7716543078422546,6378,28997,5608,2184,0.3748089410364628
408,0.3855636597921451,0.8290234208106995,6396,29075,5620,2190,0.4191388674080372
409,0.028005942702293396,0.11625582724809647,6408,29140,5640,2194,0.3190727960318327
410,0.35590508359018713,3.0133700370788574,6424,29208,5652,2200,0.3610876053571701
411,0.3182735159993172,0.890545666217804,6439,29280,5668,2205,0.3700114730745554
412,0.5180889498442411,1.0769374370574951,6457,29354,5676,2211,0.3971828166395426
413,0.5056796012446284,1.3122308254241943,6472,29422,5688,2216,0.35083455219864845
414,0.28285120204091074,0.9252244830131531,6487,29494,5704,2221,0.3595041800290346
415,0.27322333632037044,1.1369019746780396,6503,29562,5716,2227,0.35059416480362415
416,0.25563380698440596,0.8976930975914001,6519,29635,5732,2233,0.365525808185339
417,0.6305315693219503,2.525120973587036,6537,29701,5732,2239,0.38570733554661274
418,0.3011597771197557,0.9869187474250793,6552,29768,5744,2244,0.36594185046851635
419,0.3169991932809353,0.7775475382804871,6567,29835,5756,2249,0.3831153828650713
420,0.15729742031544447,1.2260185480117798,6583,29907,5772,2255,0.39528678357601166
421,0.45593148131707784,1.7744195461273193,6602,29982,5780,2262,0.44076445885002613
422,0.43547377586364744,0.9910246133804321,6617,30055,5796,2267,0.3781161271035671
423,0.017235442297533154,0.08799166232347488,6629,30125,5820,2271,0.3649502843618393
424,0.47466200310736895,0.8482638001441956,6647,30199,5828,2277,0.43126255646348
425,0.2768730090931058,0.9316645264625549,6662,30266,5840,2282,0.3744587916880846
426,0.2659706261008978,0.6989765763282776,6677,30338,5856,2287,0.39473501965403557
427,0.4731584048519532,0.9113046526908875,6695,30412,5864,2293,0.4329913482069969
428,0.34115145256510004,1.2203459739685059,6711,30490,5884,2299,0.4064177665859461
429,0.14847614001482726,0.5674906373023987,6726,30561,5900,2304,0.377095403149724
430,0.36763091137011844,1.162353277206421,6744,30639,5912,2310,0.42701733112335205
431,0.22103954069316387,2.8486573696136475,6759,30706,5924,2315,0.36317048221826553
432,0.2383512131869793,0.9059906601905823,6774,30778,5940,2320,0.38145171850919724
433,0.3050860773772001,0.6725115776062012,6789,30845,5952,2325,0.36549714766442776
434,0.18849713057279588,0.8273524045944214,6804,30917,5968,2330,0.37896329537034035
435,0.26909054163843393,0.7723380923271179,6819,30984,5980,2335,0.3683066461235285
436,0.37516932357102634,0.9140510559082031,6834,31052,5992,2340,0.3624550811946392
437,0.47057770177101094,0.8252160549163818,6852,31126,6000,2346,0.41668517887592316
438,0.14128943756222725,0.6692892909049988,6867,31202,6020,2351,0.3864225894212723
439,0.28179370127618314,0.7870314121246338,6882,31269,6032,2356,0.3632751200348139
440,0.2876302329823375,1.0553685426712036,6897,31341,6048,2361,0.3792501725256443
441,0.1421454880386591,0.5934682488441467,6912,31412,6064,2366,0.3765400405973196
442,0.3252917552366853,1.8991870880126953,6927,31484,6080,2371,0.3775141201913357
443,0.577896353445555,1.4681555032730103,6946,31551,6080,2378,0.40070782601833344
444,0.4413437086623162,2.2747232913970947,6962,31615,6088,2384,0.35083027370274067
445,0.14607028495520352,0.6531397104263306,6977,31691,6108,2389,0.38863907381892204
446,0.15542730856686832,0.5185598134994507,6992,31767,6128,2394,0.39034857600927353
447,0.3398686032742262,1.2759723663330078,7008,31840,6144,2400,0.38347707502543926
448,0.2777689676731825,0.897529125213623,7023,31907,6156,2405,0.3630576506257057
449,0.3394555834432443,0.774135410785675,7041,31990,6172,2411,0.4422476291656494
450,0.01530935033224523,0.06135471537709236,7053,32055,6192,2415,0.32679529301822186
451,0.2670576171949506,1.0622162818908691,7068,32127,6208,2420,0.3765186592936516
452,0.4028941021921734,1.001914381980896,7086,32201,6216,2426,0.4128022585064173
453,0.379817651429524,1.1352195739746094,7104,32275,6224,2432,0.41644952073693275
454,0.20253152429359034,1.4504549503326416,7120,32353,6244,2438,0.4039222616702318
455,0.2616847652941942,0.9042970538139343,7135,32420,6256,2443,0.36188131384551525
456,0.2826862072572112,0.7177411913871765,7150,32487,6268,2448,0.36107801273465157
457,0.37934963442385194,1.2429940700531006,7165,32555,6280,2453,0.3641030713915825
458,0.012177946977317333,0.06117519363760948,7177,32625,6304,2457,0.3353875633329153
459,0.40754351010055917,1.1972213983535767,7196,32700,6312,2464,0.41431513987481594
460,0.30010991083690897,1.2639262676239014,7212,32768,6324,2470,0.3646054919809103
461,0.29475015588104725,1.1253186464309692,7227,32835,6336,2475,0.3621581010520458
462,0.27296509351581333,0.7127083539962769,7242,32902,6348,2480,0.3733656723052263
463,0.13591048531234265,0.8273252248764038,7257,32978,6368,2485,0.3850282784551382
464,0.3676334670499751,1.009060263633728,7276,33053,6376,2492,0.41478139720857143
465,0.11345265060663223,0.4709290862083435,7291,33129,6396,2497,0.3867855314165354
466,0.24216928016394376,0.6726367473602295,7306,33201,6412,2502,0.37362900003790855
467,0.23550682812929152,0.8794859051704407,7321,33268,6424,2507,0.36966185085475445
468,0.2513702282682061,1.096737027168274,7336,33335,6436,2512,0.36242140643298626
469,0.2754974503070116,0.9582938551902771,7351,33407,6452,2517,0.39217834547162056
470,0.010231285355985165,0.054800257086753845,7363,33472,6472,2521,0.3266904316842556
471,0.30268967226147653,2.2006869316101074,7378,33544,6488,2526,0.3942398801445961
472,0.2606858989223838,1.9837207794189453,7393,33612,6500,2531,0.3840004298835993
473,0.405085089430213,1.2783299684524536,7408,33680,6512,2536,0.3799592796713114
474,0.37701848883400946,1.7275184392929077,7425,33745,6520,2543,0.3811558373272419
475,0.403968523722142,1.231736660003662,7443,33819,6528,2549,0.4172480385750532
476,0.1316676303744316,0.8654383420944214,7458,33900,6552,2554,0.4101053960621357
477,0.11264283861964941,0.5915854573249817,7473,33976,6572,2559,0.3914529122412205
478,0.4215571244712919,1.1678249835968018,7491,34050,6580,2565,0.4257257301360369
479,0.425157103765135,0.8670860528945923,7509,34124,6588,2571,0.4224702138453722
480,0.17129380023106933,0.9062458276748657,7521,34190,6608,2575,0.33872682973742485
481,0.012393606547266244,0.05859420448541641,7536,34265,6628,2580,0.3962337803095579
482,0.44718677704957754,1.1784617900848389,7555,34340,6636,2587,0.418321019038558
483,0.2744981474534143,0.9371060132980347,7571,34404,6644,2593,0.3596010450273752
484,0.011160137131810188,0.05126575008034706,7586,34479,6664,2598,0.3867226894944906
485,0.24333515148609877,0.8380780220031738,7601,34551,6680,2603,0.3769488241523504
486,0.32080134679563344,1.8830299377441406,7617,34620,6692,2609,0.3730564024299383
487,0.3959122240388145,1.2622631788253784,7635,34690,6696,2615,0.4045493099838495
488,0.25547198858112097,0.9588556289672852,7653,34768,6708,2621,0.43277839571237564
489,0.3251869625411928,1.1392303705215454,7668,34836,6720,2626,0.36785202845931053
490,0.11537932679057121,0.5096307396888733,7683,34907,6736,2631,0.3792380280792713
491,0.22528564445126584,0.6929735541343689,7700,34976,6748,2638,0.3778244312852621
492,0.12552820378914475,0.5290031433105469,7715,35047,6764,2643,0.3797178156673908
493,0.2723103922326118,0.6358952522277832,7733,35125,6776,2649,0.43131712079048157
494,0.3092516406128804,0.8202846050262451,7751,35208,6792,2655,0.43938504345715046
495,0.29980011625836295,0.8212214112281799,7769,35286,6804,2661,0.43983193300664425
496,0.10757030826061964,0.49677327275276184,7784,35357,6820,2666,0.3751954101026058
497,0.14458161510992795,0.6763427257537842,7796,35423,6840,2670,0.33128002285957336
498,0.2568318114223841,2.579084634780884,7815,35503,6852,2677,0.4295736886560917
499,0.3568925652652979,1.3477290868759155,7830,35571,6864,2682,0.36786626651883125
500,0.3298411681316793,1.0598167181015015,7845,35639,6876,2687,0.3702471926808357
501,0.09492878010496497,0.4235185384750366,7860,35715,6896,2692,0.40389132872223854
502,0.2994206910021603,1.0801881551742554,7875,35783,6908,2697,0.3609652705490589
503,0.2456182636320591,0.8854766488075256,7890,35850,6920,2702,0.34842413291335106
504,0.007460690103471279,0.03198154643177986,7902,35920,6944,2706,0.32525897584855556
505,0.3489584482740611,0.8825984597206116,7920,35994,6952,2712,0.39728734642267227
506,0.2686375111031036,0.6383360028266907,7938,36077,6968,2718,0.4200240485370159
507,0.3821506755426526,1.1949183940887451,7953,36141,6976,2723,0.3387021142989397
508,0.1367426741635427,3.4531521797180176,7969,36218,6996,2729,0.3749946728348732
509,0.3369038913709422,0.803149402141571,7987,36292,7004,2735,0.39720374904572964
510,0.28409937778487804,0.9293527603149414,8002,36360,7016,2740,0.3529561944305897
511,0.2190012473613024,1.0269018411636353,8017,36427,7028,2745,0.3463387154042721
512,0.11194563591852784,0.455953449010849,8032,36498,7044,2750,0.35791305266320705
513,0.1174346199259162,0.46733811497688293,8047,36569,7060,2755,0.3569424729794264
514,0.33228991185560036,33.502281188964844,8066,36644,7068,2762,0.3973753359168768
515,0.19343637749552728,0.5792161226272583,8081,36716,7084,2767,0.36158161237835884
516,0.30228538787923753,0.9624119997024536,8097,36785,7096,2773,0.3619228694587946
517,0.12289167605340481,0.4665825366973877,8112,36861,7116,2778,0.4041937440633774
518,0.2084598525427282,0.6319733262062073,8127,36933,7132,2783,0.39262791723012924
519,0.24102388418396004,1.1693353652954102,8143,37006,7148,2789,0.404017586261034
520,0.17857054946944118,0.7529761791229248,8159,37074,7160,2795,0.3778116498142481
521,0.24364415081217886,0.8717948794364929,8174,37141,7172,2800,0.37441024743020535
522,0.33073497641210753,1.4474682807922363,8192,37215,7180,2806,0.4187498092651367
523,0.22043971379753202,0.9917430877685547,8208,37279,7188,2812,0.35258049704134464
524,0.11701449397951365,0.583343505859375,8223,37350,7204,2817,0.3804967124015093
525,0.19881460648030042,0.8712867498397827,8238,37422,7220,2822,0.3982546366751194
526,0.153317978605628,0.6752343773841858,8253,37494,7236,2827,0.4007147327065468
527,0.21988584827631713,0.9959120154380798,8268,37562,7248,2832,0.3923635855317116
528,0.22444541463628412,0.8243886232376099,8283,37634,7264,2837,0.38203745521605015
529,0.10120057379826904,0.5698521733283997,8298,37710,7284,2842,0.3843361418694258
530,0.3688972926077743,0.8526096343994141,8316,37784,7292,2848,0.4134155157953501
531,0.24527938608662225,1.2886884212493896,8332,37848,7300,2854,0.35878317058086395
532,0.04829084986704402,1.9994642734527588,8348,37920,7316,2860,0.389598585665226
533,0.1981153041124344,0.9164687991142273,8363,37992,7332,2865,0.39478129148483276
534,0.3164964890107512,0.8165774941444397,8378,38060,7344,2870,0.35996289923787117
535,0.09507867144420742,0.3994537591934204,8393,38141,7368,2875,0.3991486430168152
536,0.2173693527467549,0.6562042832374573,8408,38213,7384,2880,0.37672274000942707
537,0.25937107428908346,1.0008478164672852,8423,38277,7392,2885,0.35070531629025936
538,0.11309112543240189,0.4925670027732849,8438,38348,7408,2890,0.372353320941329
539,0.21743026813492178,1.0303066968917847,8453,38420,7424,2895,0.3745365720242262
540,0.22005609042632082,0.6513878703117371,8471,38498,7436,2901,0.42058609053492546
541,0.38775021745823324,1.1209303140640259,8489,38568,7440,2907,0.3987792581319809
542,0.19858219409361483,0.6118025183677673,8504,38635,7452,2912,0.3612178359180689
543,0.23629717313451692,1.4647659063339233,8520,38708,7468,2918,0.382426580414176
544,0.0903029783628881,0.3499264121055603,8535,38779,7484,2923,0.374944219365716
545,0.3145570973375518,1.1067988872528076,8554,38850,7488,2930,0.41847874969244003
546,0.10778086297214032,0.40426909923553467,8569,38926,7508,2935,0.40397738479077816
547,0.19015746330842376,2.2139668464660645,8585,38999,7524,2941,0.3983498830348253
548,0.08376810569316148,0.3709980547428131,8600,39070,7540,2946,0.3872437197715044
549,0.18380525531247258,0.6412079334259033,8615,39142,7556,2951,0.3861228730529547
550,0.005119642009958625,0.026487644761800766,8627,39207,7576,2955,0.342732198536396
551,0.29660972238828737,1.3407114744186401,8645,39281,7584,2961,0.43549657240509987
552,0.34665506907428306,1.131217122077942,8663,39355,7592,2967,0.4162382371723652
553,0.1917550745420158,0.7630016207695007,8678,39422,7604,2972,0.366277240216732
554,0.0043238983489573,0.027327142655849457,8690,39487,7624,2976,0.3306575771421194
555,0.258186609018594,1.0981916189193726,8705,39555,7636,2981,0.36568754725158215
556,0.19043796500191093,0.7472648620605469,8720,39627,7652,2986,0.39995784498751163
557,0.0943204022012651,0.5823531150817871,8735,39703,7672,2991,0.3919685687869787
558,0.3064664793445876,1.1305278539657593,8754,39774,7676,2998,0.40676259621977806
559,0.20016755897086114,1.5679665803909302,8770,39842,7688,3004,0.381333751603961
560,0.2962390861939639,0.8589046001434326,8788,39916,7696,3010,0.41508827544748783
561,0.10954754529520869,0.6903478503227234,8803,39988,7712,3015,0.38617265224456787
562,0.09640103150159121,0.3674841523170471,8818,40059,7728,3020,0.3759966064244509
563,0.22977077532559634,0.7280720472335815,8833,40127,7740,3025,0.3653519731014967
564,0.1724053111858666,0.677401065826416,8848,40199,7756,3030,0.37775783985853195
565,0.08353412402793765,0.41954755783081055,8863,40280,7780,3035,0.3984734117984772
566,0.24815013678744435,0.7247779965400696,8878,40348,7792,3040,0.3674598168581724
567,0.11568801691755652,0.7167550921440125,8893,40419,7808,3045,0.379342220723629
568,0.16710538379265927,1.2289892435073853,8909,40487,7820,3051,0.3630702346563339
569,0.3617152507416904,0.9794509410858154,8924,40551,7828,3056,0.3551358375698328
570,0.13820765456184744,0.6745232939720154,8939,40618,7840,3061,0.3638733569532633
571,0.12055830479948781,2.541639804840088,8955,40686,7852,3067,0.3669397719204426
572,0.19048760510049761,0.6513965725898743,8970,40758,7868,3072,0.37799946777522564
573,0.2824846066456909,0.7326663732528687,8988,40832,7876,3078,0.41476200707256794
574,0.17108028861694038,0.6577271819114685,9003,40899,7888,3083,0.3640453927218914
575,0.18157708026410546,1.000777006149292,9019,40972,7904,3089,0.37958917766809464
576,0.33046578988432884,7.2941670417785645,9037,41046,7912,3095,0.41505037620663643
577,0.09429997466504574,0.812441885471344,9052,41117,7928,3100,0.3772552628070116
578,0.2792914510704577,0.8064887523651123,9067,41190,7944,3105,0.38084176555275917
579,0.06610134039074182,0.4125734567642212,9082,41266,7964,3110,0.39101106859743595
580,0.16446256674826146,0.823326051235199,9097,41333,7976,3115,0.3623490799218416
581,0.22740894304588438,0.9593408703804016,9112,41401,7988,3120,0.3686598539352417
582,0.15541785911773331,1.4624660015106201,9128,41470,8000,3126,0.389118317514658
583,0.17562325866892933,0.578815221786499,9143,41537,8012,3131,0.37994199618697166
584,0.17817247244529427,0.7683884501457214,9158,41604,8024,3136,0.36602672189474106
585,0.0042159121367149055,0.02448228932917118,9170,41669,8044,3140,0.3259522132575512
586,0.2189941209120055,0.7817439436912537,9188,41747,8056,3146,0.43456660956144333
587,0.23502838908461854,1.7898461818695068,9204,41816,8068,3152,0.3745096419006586
588,0.08633527494966983,0.5097647309303284,9219,41892,8088,3157,0.3940242566168308
589,0.0052479676669463515,0.027002951130270958,9231,41957,8108,3161,0.33025822788476944
590,0.3079103480093181,1.0862234830856323,9246,42021,8116,3166,0.3812500722706318
591,0.17790900617837907,0.65724116563797,9261,42093,8132,3171,0.38288569264113903
592,0.1818388662301004,0.9394170641899109,9276,42165,8148,3176,0.3811517506837845
593,0.21386574977077544,1.0986593961715698,9294,42239,8156,3182,0.42800237610936165
594,0.34338102372069107,1.9733808040618896,9313,42306,8156,3189,0.3939490057528019
595,0.1759496179409325,1.1163885593414307,9328,42383,8176,3194,0.39149425365030766
596,0.10973534816876054,0.5019093155860901,9343,42450,8188,3199,0.3629420157521963
597,0.09465688803174999,0.7583523392677307,9359,42522,8204,3205,0.37522798404097557
598,0.004041997715830803,0.020092690363526344,9374,42597,8224,3210,0.3849153332412243
599,0.15088645522482694,0.7907723188400269,9389,42664,8236,3215,0.36416138149797916
600,0.2434808339457959,0.8883931040763855,9404,42732,8248,3220,0.3713737353682518
