event,step,lm_loss,loss,lr,grad_norm,step_seconds,tokens_per_second
validation,0,11.205765385370269,14.56557774227957,,,,
train,1,11.205385208129883,14.565340042114258,1.2839999999999999e-05,2.2309017181396484,33.98208904080093,503.79480730112573
train,10,11.033334732055664,14.379718780517578,0.000125835,2.739436388015747,32.75641345232725,508.7858603401505
train,20,10.28422737121582,13.557648658752441,0.00025300949999999996,2.607741355895996,30.41687873005867,552.0290279951289
train,30,9.20169448852539,12.3006591796875,0.0003,2.1003403663635254,32.80927166342735,527.1070987923729
train,40,8.38214111328125,11.242764472961426,0.0003,1.6629925966262817,30.19337416626513,551.9091674960457
train,50,7.9905290603637695,10.618189811706543,0.0003,1.355863332748413,27.616811154410243,611.4391667302764
train,60,7.598770618438721,10.02783203125,0.0003,1.1567813158035278,30.40159684047103,555.4642438228702
train,70,7.43666934967041,9.773468017578125,0.0003,1.1032007932662964,33.95564450882375,485.8985962028361
train,80,7.186976432800293,9.4374418258667,0.0003,0.8792053461074829,32.884114656597376,516.6324280709069
train,90,7.375308036804199,9.664554595947266,0.0003,0.9557505249977112,29.99510844424367,551.9566642266047
train,100,7.03769588470459,9.232934951782227,0.0003,2.716639757156372,33.05336011201143,497.55909669297444
train,110,7.139590263366699,9.34769058227539,0.0003,0.8442524671554565,30.592730032280087,551.0459505317829
train,120,6.963129997253418,9.11965560913086,0.0003,0.8940596580505371,31.956128526479006,513.6104014101742
train,130,6.764636039733887,8.868844985961914,0.0003,1.0436385869979858,32.26453045383096,516.2325242524128
train,140,6.800388336181641,8.907539367675781,0.0003,0.9283245801925659,33.2296930719167,521.7321737663584
train,150,6.631750106811523,8.694625854492188,0.0003,0.9732654690742493,34.78509575128555,473.7661243721299
train,160,6.643985748291016,8.700968742370605,0.0003,1.0158902406692505,29.109690345823765,567.3024963101055
train,170,6.625725746154785,8.672256469726562,0.0003,0.8873925805091858,33.34267783910036,499.0301043093708
train,180,6.6770734786987305,8.734990119934082,0.0003,0.9456372261047363,30.658257588744164,538.4846138829852
train,190,6.470920562744141,8.458520889282227,0.0003,1.1060007810592651,32.02549673989415,513.4034339432495
train,200,6.560999870300293,8.576288223266602,0.0003,0.9429484605789185,36.382313115522265,460.77334189199075
validation,200,6.709594381608209,8.768417094679398,,,,
train,210,6.479685306549072,8.472831726074219,0.0003,0.9800425171852112,32.16830570809543,522.9059979918945
train,220,6.369220733642578,8.327179908752441,0.0003,0.9138261079788208,35.03034869581461,483.4950444562265
train,230,6.046683311462402,7.908524513244629,0.0003,0.9181365966796875,37.85962376743555,442.6879702490834
train,240,6.310959815979004,8.253829956054688,0.0003,1.0756690502166748,29.657840859144926,566.4943742800971
train,250,6.487149715423584,8.469371795654297,0.0003,0.9071670174598694,36.35797314718366,471.50593160410875
train,260,6.383903503417969,8.338993072509766,0.0003,0.8960544466972351,34.073917331174016,495.1881474620764
train,270,6.14445686340332,8.028118133544922,0.0003,1.1363747119903564,34.99867676757276,471.53211275948826
train,280,6.150619029998779,8.03603744506836,0.0003,0.9197855591773987,36.950959568843246,461.1517589483114
train,290,6.0589399337768555,7.916731834411621,0.0003,1.213371753692627,33.702611586079,509.9011379610218
train,300,6.120860576629639,7.9952497482299805,0.0003,1.0718668699264526,30.80895595625043,530.852133490812
train,310,6.063479423522949,7.919887065887451,0.0003,1.0417221784591675,32.27868198044598,509.81015922424706
train,320,6.2067670822143555,8.105668067932129,0.0003,0.9485834836959839,33.490561524406075,503.8733073407094
train,330,6.3761749267578125,8.326814651489258,0.0003,1.0178085565567017,28.314912693575025,582.2020423796198
train,340,6.046463966369629,7.8920159339904785,0.0003,1.0492221117019653,36.71799176931381,465.11258315256043
train,350,6.319583892822266,8.25140380859375,0.0003,1.0417672395706177,31.04374152980745,541.6228576653882
train,360,6.19052791595459,8.076775550842285,0.0003,1.0531178712844849,31.05756493844092,550.0431226292258
train,370,6.029061794281006,7.872326850891113,0.0003,0.9656718373298645,34.93272286653519,473.73919471515325
train,380,5.940911293029785,7.759847640991211,0.0003,1.05780029296875,30.991433387622237,538.4068491218696
train,390,6.0688252449035645,7.920149803161621,0.0003,1.0254712104797363,34.03772556781769,498.7113479770718
train,400,6.065466403961182,7.919771194458008,0.0003,1.1457233428955078,33.88316765241325,499.30396631009955
validation,400,6.218956083780932,8.116523893447976,,,,
train,410,5.5466508865356445,7.243684768676758,0.0003,1.029842495918274,31.015198092907667,544.7651809086351
train,420,5.834606170654297,7.6198883056640625,0.0003,1.1207187175750732,32.41755624860525,523.0190662730624
train,430,5.884454250335693,7.684952735900879,0.0003,0.9803627729415894,32.6417242269963,519.7029385466698
train,440,5.943854331970215,7.759633541107178,0.0003,1.1409173011779785,31.1052927672863,539.4258824545325
train,450,5.925261497497559,7.738236904144287,0.0003,1.1973743438720703,33.82168823108077,504.4100662107856
train,460,6.132044792175293,8.006163597106934,0.0003,1.0748064517974854,28.142513362690806,593.4082640301624
train,470,5.801966667175293,7.5781049728393555,0.0003,1.2418996095657349,32.48123122192919,509.124789236293
train,480,5.549043655395508,7.251595973968506,0.0003,0.984208881855011,32.36389102600515,511.5577724166993
train,490,5.769278526306152,7.529878616333008,0.0003,0.9680650234222412,32.83995127864182,498.87406534171816
train,500,5.699624061584473,7.4434919357299805,0.0003,1.0627295970916748,32.63294532336295,527.0134163368764
train,510,5.899290084838867,7.698992729187012,0.0003,1.0906850099563599,33.936743423342705,490.02934054542754
train,520,5.516999244689941,7.208095073699951,0.0003,1.0570647716522217,32.426415022462606,513.5319457443795
train,530,5.754018306732178,7.516340255737305,0.0003,0.9889906644821167,33.814832704141736,483.69306283738234
train,540,5.6275177001953125,7.3530378341674805,0.0003,1.3243998289108276,29.40276955999434,555.9000136585482
train,550,5.69187068939209,7.432496547698975,0.0003,1.0521559715270996,35.18724378012121,490.51866943187287
train,560,5.533080101013184,7.225389003753662,0.0003,0.9653210043907166,32.495638811960816,508.5605516367692
train,570,5.905198097229004,7.707503795623779,0.0003,1.1971158981323242,36.53380158357322,450.37743916029393
train,580,5.644043445587158,7.368962287902832,0.0003,1.1976364850997925,33.83830173872411,487.49491411745976
train,590,5.700597763061523,7.443499565124512,0.0003,1.528948426246643,34.924838637933135,479.916318977499
train,600,5.678818702697754,7.416652202606201,0.0003,1.0293712615966797,32.3827649038285,535.9332364466562
validation,600,5.911307237520493,7.71555726602511,,,,
train,610,5.330074787139893,6.961112976074219,0.0003,1.0983505249023438,35.21955690346658,474.509092939641
train,620,5.410743236541748,7.0657148361206055,0.0003,1.217446208000183,35.006786538288,476.5647364334139
train,630,5.37880802154541,7.02509880065918,0.0003,1.0110877752304077,35.325111754238605,464.28727852593613
